2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013
14.482032295199279	14.477080427708042	14.60242103272177	14.687879274361856	14.796157528141816	14.84914182475158	14.958983975451757	15.023340552060775	15.196813717217402	15.293696961401588	15.397911494085001	15.504445361443523
15.526288323548597	15.485455974842766	15.623651564185545	15.765411436541143	15.811265646731572	15.890755154991124	16.031232951445716	16.14071696094168	16.242470260693494	16.28280514191167	16.38785046728972	16.410379354110844
17.519404693760734	17.464754803556065	17.503769864284887	17.57852420939789	17.605711875640175	17.75479136341582	17.70948482796824	17.80028095034508	17.894016166003137	17.926592035235824	18.055711031565245	18.194084278768234
15.507462306438468	15.502448653240718	15.609290303151978	15.69666190153738	15.72766303381348	15.810609326267212	15.814118372379777	15.874907267657518	15.98646357880042	16.06258737767126	16.200973300013153	16.241956620577145
16.164132908511608	16.003933488288933	16.04192786408649	16.091944444444444	16.06980056980057	16.122723859583257	16.099509988692045	16.115483633688857	16.182312319002005	16.24465916142186	16.28615229727256	16.331523739418476
19.281786941580755	19.22882254887104	19.206250967043168	19.192172523961663	19.122591943957968	19.155933260564478	19.117498420720153	19.187373658839995	19.262504033559214	19.277046174362393	19.368229797542828	19.443293246993523
19.333333333333332	19.36	19.19607843137255	19.12908011869436	19.246353322528364	19.331768388106415	19.571214392803597	19.477241379310346	19.646478873239438	19.71941489361702	19.72845953002611	20.030625832223702
17.429113773875905	17.404001905669368	17.42610558145395	17.476933073424302	17.65120694331435	17.651754147402773	17.730669575889813	17.739358906988965	17.85473905613251	17.9115056240683	17.976894899971825	18.07388880948978
15.555520995334371	15.492336274965165	15.40992125984252	15.365213162587128	15.457843996494303	15.597076867556838	15.490994371482177	15.642301120182267	15.7451171875	15.768669527896996	15.95651173492867	16.036368196639078
17.454812834224597	17.47742663656885	17.44464587865603	17.488888888888887	17.517622497850915	17.578024691358024	17.656649770697562	17.69876779519081	17.753603713657466	17.804535370963766	17.87796654130463	17.777669361583495
18.615384615384617	18.549150920832336	18.452386663468456	18.47649421214269	18.54917623564653	18.50642424242424	18.568911416847694	18.625690607734807	18.701289728235835	18.65851407475773	18.670990566037737	18.749386954389408
17.574625195793242	17.45466462748525	17.509961071673917	17.49865492785522	17.62748955003688	17.688453713123092	17.71977431488447	17.833117387924332	18.027272727272727	17.955169515270384	18.044418468731735	18.187645687645688
18.19472182596291	17.82896652110626	17.820532319391635	17.88487394957983	18.114436619718308	18.0	18.082139446036294	17.85687382297552	18.223684210526315	18.22359550561798	18.277638190954775	18.23821989528796
